,ReportedOrigin,Population,Neighbourhood#
30606,Haiti,0,127
30607,Jamaica,55,127
30608,Mexico,0,127
30609,Peru,0,127
30610,Trinidad_and_Tobago,45,127
30611,United_States,15,127
30612,Other_places_of_birth_in_Americas,30,127
30613,Europe,425,127
30614,Bosnia_and_Herzegovina,0,127
30615,Croatia,0,127
30616,France,10,127
30617,Germany,15,127
30618,Greece,140,127
30619,Hungary,0,127
30620,Ireland,0,127
30621,Italy,30,127
30622,Netherlands,0,127
30623,Poland,60,127
30624,Portugal,10,127
30625,Romania,15,127
30626,Russian_Federation,10,127
30627,Serbia,15,127
30628,Ukraine,10,127
30629,United_Kingdom,85,127
30630,Other_places_of_birth_in_Europe,35,127
30631,Africa,85,127
30632,Algeria,0,127
30633,Egypt,0,127
30634,Ethiopia,10,127
30635,Kenya,20,127
30636,Morocco,0,127
30637,Nigeria,0,127
30638,Somalia,0,127
30639,South_Africa_Republic_of,0,127
30640,Other_places_of_birth_in_Africa,50,127
30641,Asia,1365,127
30642,Afghanistan,30,127
30643,Bangladesh,25,127
30644,China,260,127
30645,Hong_Kong,65,127
30646,India,195,127
30647,Iran,10,127
30648,Iraq,10,127
30649,Japan,0,127
30650,Korea_South,15,127
30651,Lebanon,0,127
30652,Pakistan,45,127
30653,Philippines,280,127
30654,Sri_Lanka,355,127
30655,Syria,10,127
30656,Taiwan,10,127
30657,Viet_Nam,15,127
30658,Other_places_of_birth_in_Asia,50,127
30659,Oceania_and_other_places_of_birth,0,127
30660,Total_Immigrant_Population,4060,127
30661,Americas,480,127
30662,Brazil,0,127
30663,Colombia,0,127
30664,El_Salvador,10,127
30665,Guyana,125,127
30666,Haiti,0,127
30667,Jamaica,90,127
30668,Mexico,10,127
30669,Peru,0,127
30670,Trinidad_and_Tobago,15,127
30671,United_States,70,127
30672,Other_places_of_birth_in_Americas,155,127
30673,Europe,400,127
30674,Bosnia_and_Herzegovina,0,127
30675,Croatia,0,127
30676,France,10,127
30677,Germany,30,127
30678,Greece,45,127
30679,Hungary,0,127
30680,Ireland,0,127
30681,Italy,65,127
30682,Netherlands,15,127
30683,Poland,30,127
30684,Portugal,10,127
30685,Romania,10,127
30686,Russian_Federation,0,127
30687,Serbia,20,127
30688,Ukraine,0,127
30689,United_Kingdom,110,127
30690,Other_places_of_birth_in_Europe,45,127
30691,Africa,195,127
30692,Algeria,10,127
30693,Egypt,30,127
30694,Ethiopia,20,127
30695,Kenya,20,127
30696,Morocco,0,127
30697,Nigeria,0,127
30698,Somalia,15,127
30699,South_Africa_Republic_of,15,127
30700,Other_places_of_birth_in_Africa,85,127
30701,Asia,2985,127
30702,Afghanistan,240,127
30703,Bangladesh,250,127
30704,China,240,127
30705,Hong_Kong,45,127
30706,India,730,127
30707,Iran,30,127
30708,Iraq,40,127
30709,Japan,0,127
30710,Korea_South,25,127
30711,Lebanon,0,127
30712,Pakistan,445,127
30713,Philippines,420,127
30714,Sri_Lanka,360,127
30715,Syria,10,127
30716,Taiwan,0,127
30717,Viet_Nam,25,127
30718,Other_places_of_birth_in_Asia,120,127
30719,Oceania_and_other_places_of_birth,0,127
30720,Total_Immigrant_Population,6290,126
30721,Americas,955,126
30722,Brazil,20,126
30723,Colombia,0,126
30724,El_Salvador,25,126
30725,Guyana,270,126
30726,Haiti,20,126
30727,Jamaica,295,126
30728,Mexico,0,126
30729,Peru,0,126
30730,Trinidad_and_Tobago,140,126
30731,United_States,30,126
30732,Other_places_of_birth_in_Americas,150,126
30733,Europe,330,126
30734,Bosnia_and_Herzegovina,20,126
30735,Croatia,10,126
30736,France,0,126
30737,Germany,15,126
30738,Greece,65,126
30739,Hungary,10,126
30740,Ireland,0,126
30741,Italy,15,126
30742,Netherlands,10,126
30743,Poland,20,126
30744,Portugal,0,126
30745,Romania,20,126
30746,Russian_Federation,20,126
30747,Serbia,0,126
30748,Ukraine,10,126
30749,United_Kingdom,60,126
30750,Other_places_of_birth_in_Europe,55,126
30751,Africa,310,126
30752,Algeria,25,126
30753,Egypt,70,126
30754,Ethiopia,50,126
30755,Kenya,0,126
30756,Morocco,15,126
30757,Nigeria,10,126
30758,Somalia,15,126
30759,South_Africa_Republic_of,10,126
30760,Other_places_of_birth_in_Africa,130,126
30761,Asia,4685,126
30762,Afghanistan,205,126
30763,Bangladesh,120,126
30764,China,510,126
30765,Hong_Kong,195,126
30766,India,745,126
30767,Iran,55,126
30768,Iraq,20,126
30769,Japan,0,126
30770,Korea_South,10,126
30771,Lebanon,225,126
30772,Pakistan,320,126
30773,Philippines,990,126
30774,Sri_Lanka,1010,126
30775,Syria,60,126
30776,Taiwan,20,126
30777,Viet_Nam,50,126
30778,Other_places_of_birth_in_Asia,150,126
30779,Oceania_and_other_places_of_birth,10,126
30780,Total_Immigrant_Population,3325,126
30781,Americas,430,126
30782,Brazil,0,126
30783,Colombia,10,126
30784,El_Salvador,15,126
30785,Guyana,130,126
30786,Haiti,0,126
30787,Jamaica,85,126
30788,Mexico,10,126
30789,Peru,10,126
30790,Trinidad_and_Tobago,110,126
30791,United_States,10,126
30792,Other_places_of_birth_in_Americas,50,126
30793,Europe,325,126
30794,Bosnia_and_Herzegovina,0,126
30795,Croatia,0,126
30796,France,0,126
30797,Germany,10,126
30798,Greece,160,126
30799,Hungary,0,126
30800,Ireland,0,126
30801,Italy,40,126
30802,Netherlands,0,126
30803,Poland,0,126
30804,Portugal,0,126
30805,Romania,0,126
30806,Russian_Federation,0,126
30807,Serbia,10,126
30808,Ukraine,0,126
30809,United_Kingdom,25,126
30810,Other_places_of_birth_in_Europe,65,126
30811,Africa,110,126
30812,Algeria,0,126
30813,Egypt,45,126
30814,Ethiopia,15,126
30815,Kenya,0,126
30816,Morocco,0,126
30817,Nigeria,0,126
30818,Somalia,10,126
30819,South_Africa_Republic_of,15,126
30820,Other_places_of_birth_in_Africa,20,126
30821,Asia,2450,126
30822,Afghanistan,70,126
30823,Bangladesh,145,126
30824,China,445,126
30825,Hong_Kong,110,126
30826,India,235,126
30827,Iran,0,126
30828,Iraq,10,126
30829,Japan,0,126
30830,Korea_South,10,126
30831,Lebanon,35,126
30832,Pakistan,150,126
30833,Philippines,585,126
30834,Sri_Lanka,445,126
30835,Syria,20,126
30836,Taiwan,10,126
30837,Viet_Nam,55,126
30838,Other_places_of_birth_in_Asia,140,126
30839,Oceania_and_other_places_of_birth,0,126
30840,Total_Immigrant_Population,2035,126
30841,Americas,230,126
30842,Brazil,0,126
30843,Colombia,10,126
30844,El_Salvador,0,126
30845,Guyana,65,126
30846,Haiti,0,126
30847,Jamaica,55,126
30848,Mexico,0,126
30849,Peru,0,126
30850,Trinidad_and_Tobago,20,126
30851,United_States,15,126
30852,Other_places_of_birth_in_Americas,60,126
30853,Europe,305,126
30854,Bosnia_and_Herzegovina,0,126
30855,Croatia,10,126
30856,France,0,126
30857,Germany,20,126
30858,Greece,80,126
30859,Hungary,0,126
30860,Ireland,0,126
30861,Italy,35,126
30862,Netherlands,0,126
30863,Poland,0,126
30864,Portugal,0,126
30865,Romania,35,126
30866,Russian_Federation,0,126
30867,Serbia,10,126
30868,Ukraine,0,126
30869,United_Kingdom,50,126
30870,Other_places_of_birth_in_Europe,70,126
30871,Africa,80,126
30872,Algeria,0,126
30873,Egypt,0,126
30874,Ethiopia,10,126
30875,Kenya,0,126
30876,Morocco,0,126
30877,Nigeria,10,126
30878,Somalia,0,126
30879,South_Africa_Republic_of,10,126
30880,Other_places_of_birth_in_Africa,50,126
30881,Asia,1415,126
30882,Afghanistan,35,126
30883,Bangladesh,55,126
30884,China,180,126
30885,Hong_Kong,15,126
30886,India,95,126
30887,Iran,20,126
30888,Iraq,30,126
30889,Japan,0,126
30890,Korea_South,0,126
30891,Lebanon,20,126
30892,Pakistan,45,126
30893,Philippines,540,126
30894,Sri_Lanka,200,126
30895,Syria,50,126
30896,Taiwan,15,126
30897,Viet_Nam,10,126
30898,Other_places_of_birth_in_Asia,105,126
30899,Oceania_and_other_places_of_birth,10,126
30900,Total_Immigrant_Population,3330,119
30901,Americas,260,119
30902,Brazil,10,119
30903,Colombia,15,119
30904,El_Salvador,10,119
30905,Guyana,65,119
30906,Haiti,0,119
30907,Jamaica,45,119
30908,Mexico,0,119
30909,Peru,0,119
30910,Trinidad_and_Tobago,35,119
30911,United_States,20,119
30912,Other_places_of_birth_in_Americas,55,119
30913,Europe,780,119
30914,Bosnia_and_Herzegovina,0,119
30915,Croatia,10,119
30916,France,10,119
30917,Germany,25,119
30918,Greece,280,119
30919,Hungary,0,119
30920,Ireland,0,119
30921,Italy,140,119
30922,Netherlands,10,119
30923,Poland,0,119
30924,Portugal,40,119
30925,Romania,45,119
30926,Russian_Federation,30,119
30927,Serbia,10,119
30928,Ukraine,0,119
30929,United_Kingdom,65,119
30930,Other_places_of_birth_in_Europe,125,119
30931,Africa,140,119
30932,Algeria,0,119
30933,Egypt,40,119
30934,Ethiopia,30,119
30935,Kenya,15,119
30936,Morocco,15,119
30937,Nigeria,0,119
30938,Somalia,0,119
30939,South_Africa_Republic_of,0,119
30940,Other_places_of_birth_in_Africa,40,119
30941,Asia,2145,119
30942,Afghanistan,90,119
30943,Bangladesh,45,119
30944,China,345,119
30945,Hong_Kong,45,119
30946,India,190,119
30947,Iran,40,119
30948,Iraq,10,119
30949,Japan,0,119
30950,Korea_South,15,119
30951,Lebanon,155,119
30952,Pakistan,125,119
30953,Philippines,535,119
30954,Sri_Lanka,170,119
30955,Syria,60,119
30956,Taiwan,10,119
30957,Viet_Nam,80,119
30958,Other_places_of_birth_in_Asia,230,119
30959,Oceania_and_other_places_of_birth,0,119
30960,Total_Immigrant_Population,2305,119
30961,Americas,190,119
30962,Brazil,0,119
30963,Colombia,0,119
30964,El_Salvador,25,119
30965,Guyana,25,119
30966,Haiti,0,119
30967,Jamaica,30,119
30968,Mexico,10,119
30969,Peru,0,119
30970,Trinidad_and_Tobago,40,119
30971,United_States,20,119
30972,Other_places_of_birth_in_Americas,50,119
30973,Europe,495,119
30974,Bosnia_and_Herzegovina,10,119
30975,Croatia,0,119
30976,France,0,119
30977,Germany,15,119
30978,Greece,205,119
30979,Hungary,0,119
30980,Ireland,10,119
30981,Italy,65,119
30982,Netherlands,0,119
30983,Poland,30,119
30984,Portugal,10,119
30985,Romania,40,119
30986,Russian_Federation,0,119
30987,Serbia,10,119
30988,Ukraine,0,119
30989,United_Kingdom,60,119
30990,Other_places_of_birth_in_Europe,40,119
30991,Africa,105,119
30992,Algeria,0,119
30993,Egypt,10,119
30994,Ethiopia,15,119
30995,Kenya,10,119
30996,Morocco,0,119
30997,Nigeria,0,119
30998,Somalia,0,119
30999,South_Africa_Republic_of,10,119
31000,Other_places_of_birth_in_Africa,70,119
31001,Asia,1510,119
31002,Afghanistan,0,119
31003,Bangladesh,75,119
31004,China,285,119
31005,Hong_Kong,40,119
31006,India,115,119
31007,Iran,25,119
31008,Iraq,15,119
31009,Japan,10,119
31010,Korea_South,75,119
31011,Lebanon,50,119
31012,Pakistan,65,119
31013,Philippines,315,119
31014,Sri_Lanka,210,119
31015,Syria,85,119
31016,Taiwan,10,119
31017,Viet_Nam,20,119
31018,Other_places_of_birth_in_Asia,125,119
31019,Oceania_and_other_places_of_birth,0,119
31020,Total_Immigrant_Population,2565,119
31021,Americas,445,119
31022,Brazil,0,119
31023,Colombia,15,119
31024,El_Salvador,10,119
31025,Guyana,170,119
31026,Haiti,0,119
31027,Jamaica,85,119
31028,Mexico,15,119
31029,Peru,0,119
31030,Trinidad_and_Tobago,45,119
31031,United_States,25,119
31032,Other_places_of_birth_in_Americas,85,119
31033,Europe,475,119
31034,Bosnia_and_Herzegovina,10,119
31035,Croatia,0,119
31036,France,15,119
31037,Germany,35,119
31038,Greece,90,119
31039,Hungary,0,119
31040,Ireland,0,119
31041,Italy,40,119
31042,Netherlands,0,119
31043,Poland,60,119
31044,Portugal,10,119
31045,Romania,55,119
31046,Russian_Federation,10,119
31047,Serbia,15,119
31048,Ukraine,10,119
31049,United_Kingdom,55,119
31050,Other_places_of_birth_in_Europe,70,119
31051,Africa,120,119
31052,Algeria,0,119
31053,Egypt,35,119
31054,Ethiopia,15,119
31055,Kenya,10,119
31056,Morocco,0,119
31057,Nigeria,0,119
31058,Somalia,0,119
31059,South_Africa_Republic_of,0,119
31060,Other_places_of_birth_in_Africa,65,119
31061,Asia,1520,119
31062,Afghanistan,20,119
31063,Bangladesh,0,119
31064,China,285,119
31065,Hong_Kong,20,119
31066,India,130,119
31067,Iran,70,119
31068,Iraq,30,119
31069,Japan,0,119
31070,Korea_South,30,119
31071,Lebanon,45,119
31072,Pakistan,85,119
31073,Philippines,410,119
31074,Sri_Lanka,175,119
31075,Syria,95,119
31076,Taiwan,10,119
31077,Viet_Nam,15,119
31078,Other_places_of_birth_in_Asia,100,119
31079,Oceania_and_other_places_of_birth,0,119
31080,Total_Immigrant_Population,2930,118
31081,Americas,320,118
31082,Brazil,0,118
31083,Colombia,0,118
31084,El_Salvador,0,118
31085,Guyana,40,118
31086,Haiti,0,118
31087,Jamaica,105,118
31088,Mexico,10,118
31089,Peru,0,118
31090,Trinidad_and_Tobago,40,118
31091,United_States,35,118
31092,Other_places_of_birth_in_Americas,75,118
31093,Europe,395,118
31094,Bosnia_and_Herzegovina,10,118
31095,Croatia,0,118
31096,France,0,118
31097,Germany,0,118
31098,Greece,90,118
31099,Hungary,15,118
31100,Ireland,0,118
31101,Italy,20,118
31102,Netherlands,0,118
31103,Poland,15,118
31104,Portugal,10,118
31105,Romania,70,118
31106,Russian_Federation,10,118
31107,Serbia,10,118
31108,Ukraine,10,118
31109,United_Kingdom,75,118
31110,Other_places_of_birth_in_Europe,65,118
31111,Africa,105,118
31112,Algeria,0,118
31113,Egypt,35,118
31114,Ethiopia,0,118
31115,Kenya,10,118
31116,Morocco,0,118
31117,Nigeria,0,118
31118,Somalia,0,118
31119,South_Africa_Republic_of,0,118
31120,Other_places_of_birth_in_Africa,50,118
31121,Asia,2115,118
31122,Afghanistan,10,118
31123,Bangladesh,40,118
31124,China,775,118
31125,Hong_Kong,75,118
31126,India,125,118
31127,Iran,40,118
31128,Iraq,70,118
31129,Japan,15,118
31130,Korea_South,35,118
31131,Lebanon,80,118
31132,Pakistan,40,118
31133,Philippines,380,118
31134,Sri_Lanka,135,118
31135,Syria,140,118
31136,Taiwan,0,118
31137,Viet_Nam,50,118
31138,Other_places_of_birth_in_Asia,105,118
31139,Oceania_and_other_places_of_birth,0,118
31140,Total_Immigrant_Population,1940,118
31141,Americas,180,118
31142,Brazil,0,118
31143,Colombia,0,118
31144,El_Salvador,10,118
31145,Guyana,25,118
31146,Haiti,0,118
31147,Jamaica,40,118
31148,Mexico,10,118
31149,Peru,10,118
31150,Trinidad_and_Tobago,20,118
31151,United_States,0,118
31152,Other_places_of_birth_in_Americas,65,118
31153,Europe,305,118
31154,Bosnia_and_Herzegovina,0,118
31155,Croatia,0,118
31156,France,0,118
31157,Germany,10,118
31158,Greece,85,118
31159,Hungary,10,118
31160,Ireland,10,118
31161,Italy,115,118
31162,Netherlands,0,118
31163,Poland,0,118
31164,Portugal,0,118
31165,Romania,15,118
31166,Russian_Federation,0,118
31167,Serbia,10,118
31168,Ukraine,0,118
31169,United_Kingdom,30,118
31170,Other_places_of_birth_in_Europe,20,118
31171,Africa,65,118
31172,Algeria,0,118
31173,Egypt,15,118
31174,Ethiopia,10,118
31175,Kenya,10,118
31176,Morocco,0,118
31177,Nigeria,0,118
31178,Somalia,0,118
31179,South_Africa_Republic_of,0,118
31180,Other_places_of_birth_in_Africa,40,118
31181,Asia,1385,118
31182,Afghanistan,0,118
31183,Bangladesh,10,118
31184,China,585,118
31185,Hong_Kong,55,118
31186,India,105,118
31187,Iran,10,118
31188,Iraq,50,118
31189,Japan,30,118
31190,Korea_South,30,118
31191,Lebanon,0,118
31192,Pakistan,15,118
31193,Philippines,265,118
31194,Sri_Lanka,135,118
31195,Syria,15,118
31196,Taiwan,0,118
31197,Viet_Nam,40,118
31198,Other_places_of_birth_in_Asia,40,118
31199,Oceania_and_other_places_of_birth,0,118
31200,Total_Immigrant_Population,2880,118
31201,Americas,355,118
31202,Brazil,0,118
31203,Colombia,0,118
31204,El_Salvador,15,118
31205,Guyana,130,118
31206,Haiti,0,118
31207,Jamaica,70,118
31208,Mexico,0,118
31209,Peru,10,118
31210,Trinidad_and_Tobago,60,118
31211,United_States,30,118
31212,Other_places_of_birth_in_Americas,30,118
31213,Europe,250,118
31214,Bosnia_and_Herzegovina,0,118
31215,Croatia,0,118
31216,France,15,118
31217,Germany,10,118
31218,Greece,20,118
31219,Hungary,10,118
31220,Ireland,0,118
31221,Italy,65,118
31222,Netherlands,15,118
31223,Poland,10,118
31224,Portugal,0,118
31225,Romania,15,118
31226,Russian_Federation,0,118
31227,Serbia,10,118
31228,Ukraine,0,118
31229,United_Kingdom,50,118
31230,Other_places_of_birth_in_Europe,40,118
31231,Africa,80,118
31232,Algeria,0,118
31233,Egypt,20,118
31234,Ethiopia,0,118
31235,Kenya,10,118
31236,Morocco,0,118
31237,Nigeria,20,118
31238,Somalia,0,118
31239,South_Africa_Republic_of,0,118
31240,Other_places_of_birth_in_Africa,35,118
31241,Asia,2190,118
31242,Afghanistan,10,118
31243,Bangladesh,20,118
31244,China,865,118
31245,Hong_Kong,130,118
31246,India,135,118
31247,Iran,0,118
31248,Iraq,50,118
31249,Japan,0,118
31250,Korea_South,50,118
31251,Lebanon,15,118
31252,Pakistan,100,118
31253,Philippines,435,118
31254,Sri_Lanka,190,118
31255,Syria,0,118
31256,Taiwan,35,118
31257,Viet_Nam,55,118
31258,Other_places_of_birth_in_Asia,100,118
31259,Oceania_and_other_places_of_birth,0,118
31260,Total_Immigrant_Population,4100,117
31261,Americas,535,117
31262,Brazil,15,117
31263,Colombia,0,117
31264,El_Salvador,10,117
31265,Guyana,100,117
31266,Haiti,15,117
31267,Jamaica,220,117
31268,Mexico,0,117
31269,Peru,0,117
31270,Trinidad_and_Tobago,55,117
31271,United_States,25,117
31272,Other_places_of_birth_in_Americas,80,117
31273,Europe,720,117
31274,Bosnia_and_Herzegovina,15,117
31275,Croatia,0,117
31276,France,0,117
31277,Germany,0,117
31278,Greece,190,117
31279,Hungary,10,117
31280,Ireland,0,117
31281,Italy,340,117
31282,Netherlands,0,117
31283,Poland,15,117
31284,Portugal,20,117
31285,Romania,25,117
31286,Russian_Federation,10,117
31287,Serbia,10,117
31288,Ukraine,0,117
31289,United_Kingdom,45,117
31290,Other_places_of_birth_in_Europe,50,117
31291,Africa,120,117
31292,Algeria,10,117
31293,Egypt,30,117
31294,Ethiopia,0,117
31295,Kenya,0,117
31296,Morocco,0,117
31297,Nigeria,0,117
31298,Somalia,0,117
31299,South_Africa_Republic_of,0,117
31300,Other_places_of_birth_in_Africa,70,117
31301,Asia,2725,117
31302,Afghanistan,15,117
31303,Bangladesh,25,117
31304,China,1060,117
31305,Hong_Kong,200,117
31306,India,145,117
31307,Iran,205,117
31308,Iraq,120,117
31309,Japan,0,117
31310,Korea_South,40,117
31311,Lebanon,90,117
31312,Pakistan,95,117
31313,Philippines,190,117
31314,Sri_Lanka,150,117
31315,Syria,95,117
31316,Taiwan,0,117
31317,Viet_Nam,60,117
31318,Other_places_of_birth_in_Asia,240,117
31319,Oceania_and_other_places_of_birth,0,117
31320,Total_Immigrant_Population,925,118
31321,Americas,145,118
31322,Brazil,0,118
31323,Colombia,0,118
31324,El_Salvador,0,118
31325,Guyana,10,118
31326,Haiti,0,118
31327,Jamaica,40,118
31328,Mexico,0,118
31329,Peru,0,118
31330,Trinidad_and_Tobago,25,118
31331,United_States,10,118
31332,Other_places_of_birth_in_Americas,50,118
31333,Europe,150,118
31334,Bosnia_and_Herzegovina,0,118
31335,Croatia,0,118
31336,France,0,118
31337,Germany,0,118
31338,Greece,35,118
31339,Hungary,0,118
31340,Ireland,0,118
31341,Italy,10,118
31342,Netherlands,10,118
31343,Poland,0,118
31344,Portugal,0,118
31345,Romania,15,118
31346,Russian_Federation,0,118
31347,Serbia,0,118
31348,Ukraine,0,118
31349,United_Kingdom,45,118
31350,Other_places_of_birth_in_Europe,20,118
31351,Africa,75,118
31352,Algeria,0,118
31353,Egypt,0,118
31354,Ethiopia,10,118
31355,Kenya,0,118
31356,Morocco,0,118
31357,Nigeria,0,118
31358,Somalia,30,118
31359,South_Africa_Republic_of,10,118
31360,Other_places_of_birth_in_Africa,20,118
31361,Asia,550,118
31362,Afghanistan,0,118
31363,Bangladesh,0,118
31364,China,270,118
31365,Hong_Kong,55,118
31366,India,25,118
31367,Iran,25,118
31368,Iraq,0,118
31369,Japan,20,118
31370,Korea_South,25,118
31371,Lebanon,10,118
31372,Pakistan,15,118
31373,Philippines,25,118
31374,Sri_Lanka,40,118
31375,Syria,15,118
31376,Taiwan,10,118
31377,Viet_Nam,0,118
31378,Other_places_of_birth_in_Asia,20,118
31379,Oceania_and_other_places_of_birth,0,118
31380,Total_Immigrant_Population,3095,118
31381,Americas,375,118
31382,Brazil,0,118
31383,Colombia,30,118
31384,El_Salvador,10,118
31385,Guyana,65,118
31386,Haiti,0,118
31387,Jamaica,145,118
31388,Mexico,0,118
31389,Peru,0,118
31390,Trinidad_and_Tobago,55,118
31391,United_States,15,118
31392,Other_places_of_birth_in_Americas,65,118
31393,Europe,205,118
31394,Bosnia_and_Herzegovina,25,118
31395,Croatia,0,118
31396,France,0,118
31397,Germany,10,118
31398,Greece,55,118
31399,Hungary,0,118
31400,Ireland,0,118
31401,Italy,25,118
31402,Netherlands,0,118
31403,Poland,10,118
31404,Portugal,0,118
31405,Romania,10,118
31406,Russian_Federation,10,118
31407,Serbia,10,118
31408,Ukraine,0,118
31409,United_Kingdom,40,118
31410,Other_places_of_birth_in_Europe,10,118
31411,Africa,165,118
31412,Algeria,0,118
31413,Egypt,15,118
31414,Ethiopia,10,118
31415,Kenya,30,118
31416,Morocco,0,118
31417,Nigeria,0,118
31418,Somalia,30,118
31419,South_Africa_Republic_of,0,118
31420,Other_places_of_birth_in_Africa,80,118
31421,Asia,2320,118
31422,Afghanistan,55,118
31423,Bangladesh,20,118
31424,China,585,118
31425,Hong_Kong,215,118
31426,India,155,118
31427,Iran,30,118
31428,Iraq,40,118
31429,Japan,10,118
31430,Korea_South,50,118
31431,Lebanon,20,118
31432,Pakistan,280,118
